"","id","Cm","dN","dC","Whale_1","Whale","Sex","Status","Talla_fetus_(cm)","Sexe_fetus","Length","Talla_(peus)","Data_capt","Lat","Long","Edat","Year","days","rev_days","sample_date","year.x","year_rev","Year_from_sample_date","Year_month","Month_from_sample_date","Species","region","year.y","d13c.uncor","Laws.cor","Suess.cor","net.cor","d13c.cor","measured","measured_date_formatted","month_f","year_f","whale_id","julian_day","sample_ID","mean_NAO_linear_start_m","mean_NAO_linear_end_m","mean_AMO_linear_start_m","mean_AMO_linear_end_m","mean_AMOC_linear_start_m","mean_AMOC_linear_end_m","overall_start","overall_end","mean_NAO_start_m_int","mean_NAO_start_m_date","mean_NAO_end_m_int","mean_NAO_end_m_date","mean_AMO_start_m_int","mean_AMO_start_m_date","mean_AMO_end_m_int","mean_AMO_end_m_date","mean_AMOC_start_m_int","mean_AMOC_start_m_date","mean_AMOC_end_m_int","mean_AMOC_end_m_date","overall_start_int","overall_start_date","overall_end_int","overall_end_date","mean_NAO_dC","mean_AMO_dC","mean_AMOC_dC","mean_NAO","mean_AMO","mean_AMOC"
"310",310,34,9.8,-19,"F","F15078","male","mature",NA,NA,1740,57,2015-08-07,"6330","2627","NA",2015,867.46875,-45.65625,2015-06-22,2015,2013-03-22,"2013","2013/03","03","fin","Subpolar North Atlantic",2013,-19,-0.006,-0.292,-0.297,-19.297,2013-03-22,"22/03/2013","03","2013","F15078",80,310,2011-03-22,2012-09-22,2012-05-22,2012-06-22,2010-06-22,2011-04-22,2010-03-22,2013-03-22,2011-03-22,2011-03-22,2012-09-22,2012-09-22,2012-05-22,2012-05-22,2012-06-22,2012-06-22,2010-06-22,2010-06-22,2011-04-22,2011-04-22,2010-03-22,2010-03-22,2013-03-22,2013-03-22,-0.0316666666666667,0.279,16.8679360703143,-0.463611111111111,0.184138888888889,15.9321714137338
"311",311,35,9.8,-18.7,"F","F15078","male","mature",NA,NA,1740,57,2015-08-07,"6330","2627","NA",2015,890.296875,-22.828125,2015-07-15,2015,2013-02-27,"2013","2013/02","02","fin","Subpolar North Atlantic",2013,-18.7,-0.006,-0.292,-0.297,-18.997,2013-02-27,"27/02/2013","02","2013","F15078",57,311,2011-02-27,2012-08-27,2012-04-27,2012-05-27,2010-05-27,2011-03-27,2010-02-27,2013-02-27,2011-02-27,2011-02-27,2012-08-27,2012-08-27,2012-04-27,2012-04-27,2012-05-27,2012-05-27,2010-05-27,2010-05-27,2011-03-27,2011-03-27,2010-02-27,2010-02-27,2013-02-27,2013-02-27,0.00555555555555556,0.143,16.8829679039076,-0.4425,0.18775,16.0288514290205
"312",312,36,10,-18.5,"F","F15078","male","mature",NA,NA,1740,57,2015-08-07,"6330","2627","NA",2015,913.125,0,2015-08-07,2015,2013-02-04,"2013","2013/02","02","fin","Subpolar North Atlantic",2013,-18.5,-0.006,-0.292,-0.297,-18.797,2013-02-04,"04/02/2013","02","2013","F15078",34,312,2011-02-04,2012-08-04,2012-04-04,2012-05-04,2010-05-04,2011-03-04,2010-02-04,2013-02-04,2011-02-04,2011-02-04,2012-08-04,2012-08-04,2012-04-04,2012-04-04,2012-05-04,2012-05-04,2010-05-04,2010-05-04,2011-03-04,2011-03-04,2010-02-04,2010-02-04,2013-02-04,2013-02-04,0.00555555555555556,0.143,16.8829679039076,-0.4425,0.18775,16.0288514290205
"313",313,-4,9.3572275650896,-19.3075322557113,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,0,-1027.265625,2012-10-29,2012,2015-08-23,"2015","2015/08","08","fin","Subpolar North Atlantic",2015,-19.3075322557113,0,-0.233,-0.233,-19.54,2015-08-23,"23/08/2015","08","2015","F15097",234,313,2013-08-23,2015-02-23,2014-10-23,2014-11-23,2012-11-23,2013-09-23,2012-08-23,2015-08-23,2013-08-23,2013-08-23,2015-02-23,2015-02-23,2014-10-23,2014-10-23,2014-11-23,2014-11-23,2012-11-23,2012-11-23,2013-09-23,2013-09-23,2012-08-23,2012-08-23,2015-08-23,2015-08-23,0.265,0.043,15.5440538809453,0.0155555555555556,0.0938055555555556,16.191153443533
"314",314,-3,9.73014527380779,-19.1182296020905,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,22.828125,-1004.4375,2012-11-21,2012,2015-07-31,"2015","2015/07","07","fin","Subpolar North Atlantic",2015,-19.1182296020905,0,-0.233,-0.233,-19.351,2015-07-31,"31/07/2015","07","2015","F15097",211,314,2013-07-31,2015-01-31,2014-09-30,2014-10-31,2012-10-31,2013-08-31,2012-07-31,2015-07-31,2013-07-31,2013-07-31,2015-01-31,2015-01-31,2014-09-30,2014-09-30,2014-10-31,2014-10-31,2012-10-31,2012-10-31,2013-08-31,2013-08-31,2012-07-31,2012-07-31,2015-07-31,2015-07-31,0.268888888888889,0.27,15.4134816618076,0.00750000000000004,0.100861111111111,16.1470749052986
"315",315,-2,9.65219072452771,-19.0866791598204,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,45.65625,-981.609375,2012-12-14,2012,2015-07-08,"2015","2015/07","07","fin","Subpolar North Atlantic",2015,-19.0866791598204,0,-0.233,-0.233,-19.319,2015-07-08,"08/07/2015","07","2015","F15097",188,315,2013-07-08,2015-01-08,2014-09-08,2014-10-08,2012-10-08,2013-08-08,2012-07-08,2015-07-08,2013-07-08,2013-07-08,2015-01-08,2015-01-08,2014-09-08,2014-09-08,2014-10-08,2014-10-08,2012-10-08,2012-10-08,2013-08-08,2013-08-08,2012-07-08,2012-07-08,2015-07-08,2015-07-08,0.268888888888889,0.27,15.4134816618076,0.00750000000000004,0.100861111111111,16.1470749052986
"316",316,-1,10.1989260093433,-18.7589616626918,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,68.484375,-958.78125,2013-01-06,2013,2015-06-15,"2015","2015/06","06","fin","Subpolar North Atlantic",2015,-18.7589616626918,0,-0.233,-0.233,-18.992,2015-06-15,"15/06/2015","06","2015","F15097",165,316,2013-06-15,2014-12-15,2014-08-15,2014-09-15,2012-09-15,2013-07-15,2012-06-15,2015-06-15,2013-06-15,2013-06-15,2014-12-15,2014-12-15,2014-08-15,2014-08-15,2014-09-15,2014-09-15,2012-09-15,2012-09-15,2013-07-15,2013-07-15,2012-06-15,2012-06-15,2015-06-15,2015-06-15,0.220555555555556,0.288,15.1119936219448,0.0588888888888888,0.107638888888889,16.2055161461992
"317",317,0,10.6908824216919,-18.651079505252,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,91.3125,-935.953125,2013-01-29,2013,2015-05-23,"2015","2015/05","05","fin","Subpolar North Atlantic",2015,-18.651079505252,0,-0.233,-0.233,-18.884,2015-05-23,"23/05/2015","05","2015","F15097",142,317,2013-05-23,2014-11-23,2014-07-23,2014-08-23,2012-08-23,2013-06-23,2012-05-23,2015-05-23,2013-05-23,2013-05-23,2014-11-23,2014-11-23,2014-07-23,2014-07-23,2014-08-23,2014-08-23,2012-08-23,2012-08-23,2013-06-23,2013-06-23,2012-05-23,2012-05-23,2015-05-23,2015-05-23,0.176111111111111,0.313,14.9971204675976,-0.0102777777777777,0.115194444444444,15.9679698998674
"318",318,1,10.6487448274865,-18.651079505252,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,114.140625,-913.125,2013-02-20,2013,2015-04-30,"2015","2015/04","04","fin","Subpolar North Atlantic",2015,-18.651079505252,0,-0.233,-0.233,-18.884,2015-04-30,"30/04/2015","04","2015","F15097",119,318,2013-04-30,2014-10-30,2014-06-30,2014-07-30,2012-07-30,2013-05-30,2012-04-30,2015-04-30,2013-04-30,2013-04-30,2014-10-30,2014-10-30,2014-06-30,2014-06-30,2014-07-30,2014-07-30,2012-07-30,2012-07-30,2013-05-30,2013-05-30,2012-04-30,2012-04-30,2015-04-30,2015-04-30,0.176111111111111,0.2,14.674826786458,-0.0375,0.118527777777778,15.9122626328226
"319",319,2,10.3148043934083,-18.6246178439932,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,136.96875,-890.296875,2013-03-15,2013,2015-04-08,"2015","2015/04","04","fin","Subpolar North Atlantic",2015,-18.6246178439932,0,-0.233,-0.233,-18.857,2015-04-08,"08/04/2015","04","2015","F15097",97,319,2013-04-08,2014-10-08,2014-06-08,2014-07-08,2012-07-08,2013-05-08,2012-04-08,2015-04-08,2013-04-08,2013-04-08,2014-10-08,2014-10-08,2014-06-08,2014-06-08,2014-07-08,2014-07-08,2012-07-08,2012-07-08,2013-05-08,2013-05-08,2012-04-08,2012-04-08,2015-04-08,2015-04-08,0.176111111111111,0.2,14.674826786458,-0.0375,0.118527777777778,15.9122626328226
"320",320,3,10.1473074564417,-18.6307243812068,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,159.796875,-867.46875,2013-04-07,2013,2015-03-16,"2015","2015/03","03","fin","Subpolar North Atlantic",2015,-18.6307243812068,0,-0.233,-0.233,-18.863,2015-03-16,"16/03/2015","03","2015","F15097",74,320,2013-03-16,2014-09-16,2014-05-16,2014-06-16,2012-06-16,2013-04-16,2012-03-16,2015-03-16,2013-03-16,2013-03-16,2014-09-16,2014-09-16,2014-05-16,2014-05-16,2014-06-16,2014-06-16,2012-06-16,2012-06-16,2013-04-16,2013-04-16,2012-03-16,2012-03-16,2015-03-16,2015-03-16,0.257777777777778,0.04,14.7177800999486,-0.045,0.12275,15.8434040969208
"321",321,4,9.97981051947504,-18.3376105949552,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,182.625,-844.640625,2013-04-30,2013,2015-02-21,"2015","2015/02","02","fin","Subpolar North Atlantic",2015,-18.3376105949552,0,-0.233,-0.233,-18.57,2015-02-21,"21/02/2015","02","2015","F15097",51,321,2013-02-21,2014-08-21,2014-04-21,2014-05-21,2012-05-21,2013-03-21,2012-02-21,2015-02-21,2013-02-21,2013-02-21,2014-08-21,2014-08-21,2014-04-21,2014-04-21,2014-05-21,2014-05-21,2012-05-21,2012-05-21,2013-03-21,2013-03-21,2012-02-21,2012-02-21,2015-02-21,2015-02-21,0.0461111111111111,-0.023,14.1948021070986,-0.0502777777777778,0.127083333333333,15.7599844890828
"322",322,5,9.82495486077004,-18.340663863562,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,205.453125,-821.8125,2013-05-23,2013,2015-01-29,"2015","2015/01","01","fin","Subpolar North Atlantic",2015,-18.340663863562,0,-0.233,-0.233,-18.573,2015-01-29,"29/01/2015","01","2015","F15097",28,322,2013-01-29,2014-07-29,2014-03-29,2014-04-29,2012-04-29,2013-02-28,2012-01-29,2015-01-29,2013-01-29,2013-01-29,2014-07-29,2014-07-29,2014-03-29,2014-03-29,2014-04-29,2014-04-29,2012-04-29,2012-04-29,2013-02-28,2013-02-28,2012-01-29,2012-01-29,2015-01-29,2015-01-29,0.119444444444444,-0.116,14.8337073750092,-0.0786111111111111,0.127333333333333,15.7978279602204
"323",323,6,9.98191739918532,-18.3203087395167,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,228.28125,-798.984375,2013-06-15,2013,2015-01-06,"2015","2015/01","01","fin","Subpolar North Atlantic",2015,-18.3203087395167,0,-0.233,-0.233,-18.553,2015-01-06,"06/01/2015","01","2015","F15097",5,323,2013-01-06,2014-07-06,2014-03-06,2014-04-06,2012-04-06,2013-02-06,2012-01-06,2015-01-06,2013-01-06,2013-01-06,2014-07-06,2014-07-06,2014-03-06,2014-03-06,2014-04-06,2014-04-06,2012-04-06,2012-04-06,2013-02-06,2013-02-06,2012-01-06,2012-01-06,2015-01-06,2015-01-06,0.119444444444444,-0.116,14.8337073750092,-0.0786111111111111,0.127333333333333,15.7978279602204
"324",324,7,9.70591615713966,-18.2287106813131,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,251.109375,-776.15625,2013-07-07,2013,2014-12-14,"2014","2014/12","12","fin","Subpolar North Atlantic",2014,-18.2287106813131,-0.008,-0.263,-0.27,-18.499,2014-12-14,"14/12/2014","12","2014","F15097",347,324,2012-12-14,2014-06-14,2014-02-14,2014-03-14,2012-03-14,2013-01-14,2011-12-14,2014-12-14,2012-12-14,2012-12-14,2014-06-14,2014-06-14,2014-02-14,2014-02-14,2014-03-14,2014-03-14,2012-03-14,2012-03-14,2013-01-14,2013-01-14,2011-12-14,2011-12-14,2014-12-14,2014-12-14,0.101666666666667,-0.103,14.6998376790548,-0.0983333333333333,0.125777777777778,15.7764513161782
"325",325,8,9.0622644056515,-18.666345848286,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,273.9375,-753.328125,2013-07-30,2013,2014-11-22,"2014","2014/11","11","fin","Subpolar North Atlantic",2014,-18.666345848286,-0.008,-0.263,-0.27,-18.937,2014-11-22,"22/11/2014","11","2014","F15097",325,325,2012-11-22,2014-05-22,2014-01-22,2014-02-22,2012-02-22,2012-12-22,2011-11-22,2014-11-22,2012-11-22,2012-11-22,2014-05-22,2014-05-22,2014-01-22,2014-01-22,2014-02-22,2014-02-22,2012-02-22,2012-02-22,2012-12-22,2012-12-22,2011-11-22,2011-11-22,2014-11-22,2014-11-22,0.142777777777778,-0.064,15.1756467885859,-0.0811111111111111,0.122916666666667,15.9033196175618
"326",326,9,8.84420235563832,-19.0357913497072,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,296.765625,-730.5,2013-08-22,2013,2014-10-30,"2014","2014/10","10","fin","Subpolar North Atlantic",2014,-19.0357913497072,-0.008,-0.263,-0.27,-19.306,2014-10-30,"30/10/2014","10","2014","F15097",302,326,2012-10-30,2014-04-30,2013-12-30,2014-01-30,2012-01-30,2012-11-30,2011-10-30,2014-10-30,2012-10-30,2012-10-30,2014-04-30,2014-04-30,2013-12-30,2013-12-30,2014-01-30,2014-01-30,2012-01-30,2012-01-30,2012-11-30,2012-11-30,2011-10-30,2011-10-30,2014-10-30,2014-10-30,0.146111111111111,-0.083,14.9613419577571,-0.0611111111111111,0.119166666666667,15.8351706224816
"327",327,10,8.53238415851804,-18.848524208491,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,319.59375,-707.671875,2013-09-14,2013,2014-10-07,"2014","2014/10","10","fin","Subpolar North Atlantic",2014,-18.848524208491,-0.008,-0.263,-0.27,-19.119,2014-10-07,"07/10/2014","10","2014","F15097",279,327,2012-10-07,2014-04-07,2013-12-07,2014-01-07,2012-01-07,2012-11-07,2011-10-07,2014-10-07,2012-10-07,2012-10-07,2014-04-07,2014-04-07,2013-12-07,2013-12-07,2014-01-07,2014-01-07,2012-01-07,2012-01-07,2012-11-07,2012-11-07,2011-10-07,2011-10-07,2014-10-07,2014-10-07,0.146111111111111,-0.083,14.9613419577571,-0.0611111111111111,0.119166666666667,15.8351706224816
"328",328,11,8.3912232179298,-19.0337558373027,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,342.421875,-684.84375,2013-10-07,2013,2014-09-14,"2014","2014/09","09","fin","Subpolar North Atlantic",2014,-19.0337558373027,-0.008,-0.263,-0.27,-19.304,2014-09-14,"14/09/2014","09","2014","F15097",256,328,2012-09-14,2014-03-14,2013-11-14,2013-12-14,2011-12-14,2012-10-14,2011-09-14,2014-09-14,2012-09-14,2012-09-14,2014-03-14,2014-03-14,2013-11-14,2013-11-14,2013-12-14,2013-12-14,2011-12-14,2011-12-14,2012-10-14,2012-10-14,2011-09-14,2011-09-14,2014-09-14,2014-09-14,0.0394444444444444,0.015,14.8863314932484,-0.0108333333333333,0.112833333333333,15.8692628116105
"329",329,12,8.16684052878581,-19.3757219212629,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,365.25,-662.015625,2013-10-29,2013,2014-08-22,"2014","2014/08","08","fin","Subpolar North Atlantic",2014,-19.3757219212629,-0.008,-0.263,-0.27,-19.646,2014-08-22,"22/08/2014","08","2014","F15097",233,329,2012-08-22,2014-02-22,2013-10-22,2013-11-22,2011-11-22,2012-09-22,2011-08-22,2014-08-22,2012-08-22,2012-08-22,2014-02-22,2014-02-22,2013-10-22,2013-10-22,2013-11-22,2013-11-22,2011-11-22,2011-11-22,2012-09-22,2012-09-22,2011-08-22,2011-08-22,2014-08-22,2014-08-22,-0.00888888888888888,0.107,15.2599693988404,-0.04,0.10825,15.9498856950249
"330",330,13,7.50738717947061,-19.4978526655344,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,388.078125,-639.1875,2013-11-21,2013,2014-07-30,"2014","2014/07","07","fin","Subpolar North Atlantic",2014,-19.4978526655344,-0.008,-0.263,-0.27,-19.768,2014-07-30,"30/07/2014","07","2014","F15097",210,330,2012-07-30,2014-01-30,2013-09-30,2013-10-30,2011-10-30,2012-08-30,2011-07-30,2014-07-30,2012-07-30,2012-07-30,2014-01-30,2014-01-30,2013-09-30,2013-09-30,2013-10-30,2013-10-30,2011-10-30,2011-10-30,2012-08-30,2012-08-30,2011-07-30,2011-07-30,2014-07-30,2014-07-30,-0.145555555555556,0.325,15.4606733226931,-0.0280555555555556,0.103055555555556,16.0258067106713
"331",331,14,8.38174225923357,-19.1742061932149,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,410.90625,-616.359375,2013-12-14,2013,2014-07-08,"2014","2014/07","07","fin","Subpolar North Atlantic",2014,-19.1742061932149,-0.008,-0.263,-0.27,-19.445,2014-07-08,"08/07/2014","07","2014","F15097",188,331,2012-07-08,2014-01-08,2013-09-08,2013-10-08,2011-10-08,2012-08-08,2011-07-08,2014-07-08,2012-07-08,2012-07-08,2014-01-08,2014-01-08,2013-09-08,2013-09-08,2013-10-08,2013-10-08,2011-10-08,2011-10-08,2012-08-08,2012-08-08,2011-07-08,2011-07-08,2014-07-08,2014-07-08,-0.145555555555556,0.325,15.4606733226931,-0.0280555555555556,0.103055555555556,16.0258067106713
"332",332,15,9.75226751076564,-18.76710371231,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,433.734375,-593.53125,2014-01-06,2014,2014-06-15,"2014","2014/06","06","fin","Subpolar North Atlantic",2014,-18.76710371231,-0.008,-0.263,-0.27,-19.037,2014-06-15,"15/06/2014","06","2014","F15097",165,332,2012-06-15,2013-12-15,2013-08-15,2013-09-15,2011-09-15,2012-07-15,2011-06-15,2014-06-15,2012-06-15,2012-06-15,2013-12-15,2013-12-15,2013-08-15,2013-08-15,2013-09-15,2013-09-15,2011-09-15,2011-09-15,2012-07-15,2012-07-15,2011-06-15,2011-06-15,2014-06-15,2014-06-15,-0.207777777777778,0.233,15.7677083539868,-0.075,0.0994722222222222,16.0219317358171
"333",333,16,10.2905752767402,-18.6409019432294,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,456.5625,-570.703125,2014-01-29,2014,2014-05-23,"2014","2014/05","05","fin","Subpolar North Atlantic",2014,-18.6409019432294,-0.008,-0.263,-0.27,-18.911,2014-05-23,"23/05/2014","05","2014","F15097",142,333,2012-05-23,2013-11-23,2013-07-23,2013-08-23,2011-08-23,2012-06-23,2011-05-23,2014-05-23,2012-05-23,2012-05-23,2013-11-23,2013-11-23,2013-07-23,2013-07-23,2013-08-23,2013-08-23,2011-08-23,2011-08-23,2012-06-23,2012-06-23,2011-05-23,2011-05-23,2014-05-23,2014-05-23,-0.376666666666667,0.173,15.8749430626687,-0.0836111111111111,0.102722222222222,15.9396198418493
"334",334,17,10.4001330216743,-18.6449729680385,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,479.390625,-547.875,2014-02-21,2014,2014-04-30,"2014","2014/04","04","fin","Subpolar North Atlantic",2014,-18.6449729680385,-0.008,-0.263,-0.27,-18.915,2014-04-30,"30/04/2014","04","2014","F15097",119,334,2012-04-30,2013-10-30,2013-06-30,2013-07-30,2011-07-30,2012-05-30,2011-04-30,2014-04-30,2012-04-30,2012-04-30,2013-10-30,2013-10-30,2013-06-30,2013-06-30,2013-07-30,2013-07-30,2011-07-30,2011-07-30,2012-05-30,2012-05-30,2011-04-30,2011-04-30,2014-04-30,2014-04-30,-0.465555555555556,0.169,16.7289934288754,-0.0616666666666667,0.107,15.9821346720491
"335",335,18,10.3759039050062,-18.693825265747,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,502.21875,-525.046875,2014-03-15,2014,2014-04-07,"2014","2014/04","04","fin","Subpolar North Atlantic",2014,-18.693825265747,-0.008,-0.263,-0.27,-18.964,2014-04-07,"07/04/2014","04","2014","F15097",96,335,2012-04-07,2013-10-07,2013-06-07,2013-07-07,2011-07-07,2012-05-07,2011-04-07,2014-04-07,2012-04-07,2012-04-07,2013-10-07,2013-10-07,2013-06-07,2013-06-07,2013-07-07,2013-07-07,2011-07-07,2011-07-07,2012-05-07,2012-05-07,2011-04-07,2011-04-07,2014-04-07,2014-04-07,-0.465555555555556,0.169,16.7289934288754,-0.0616666666666667,0.107,15.9821346720491
"336",336,19,10.4707134919685,-18.7660859561077,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,525.046875,-502.21875,2014-04-07,2014,2014-03-15,"2014","2014/03","03","fin","Subpolar North Atlantic",2014,-18.7660859561077,-0.008,-0.263,-0.27,-19.036,2014-03-15,"15/03/2014","03","2014","F15097",73,336,2012-03-15,2013-09-15,2013-05-15,2013-06-15,2011-06-15,2012-04-15,2011-03-15,2014-03-15,2012-03-15,2012-03-15,2013-09-15,2013-09-15,2013-05-15,2013-05-15,2013-06-15,2013-06-15,2011-06-15,2011-06-15,2012-04-15,2012-04-15,2011-03-15,2011-03-15,2014-03-15,2014-03-15,-0.396111111111111,0.025,17.2276112702728,0.00388888888888891,0.112194444444444,16.1285877503622
"337",337,20,10.2326360847077,-18.7528551254783,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,547.875,-479.390625,2014-04-30,2014,2014-02-21,"2014","2014/02","02","fin","Subpolar North Atlantic",2014,-18.7528551254783,-0.008,-0.263,-0.27,-19.023,2014-02-21,"21/02/2014","02","2014","F15097",51,337,2012-02-21,2013-08-21,2013-04-21,2013-05-21,2011-05-21,2012-03-21,2011-02-21,2014-02-21,2012-02-21,2012-02-21,2013-08-21,2013-08-21,2013-04-21,2013-04-21,2013-05-21,2013-05-21,2011-05-21,2011-05-21,2012-03-21,2012-03-21,2011-02-21,2011-02-21,2014-02-21,2014-02-21,-0.365555555555556,0.08,17.2657436671336,-0.00166666666666662,0.116,16.1939176848058
"338",338,21,10.0272153129562,-18.7508196130738,"G","F15097","female","pregnant",134,"male",1920,63,2015-08-23,"6400","2748","NA",2015,570.703125,-456.5625,2014-05-23,2014,2014-01-29,"2014","2014/01","01","fin","Subpolar North Atlantic",2014,-18.7508196130738,-0.008,-0.263,-0.27,-19.021,2014-01-29,"29/01/2014","01","2014","F15097",28,338,2012-01-29,2013-07-29,2013-03-29,2013-04-29,2011-04-29,2012-02-29,2011-01-29,2014-01-29,2012-01-29,2012-01-29,2013-07-29,2013-07-29,2013-03-29,2013-03-29,2013-04-29,2013-04-29,2011-04-29,2011-04-29,2012-02-29,2012-02-29,2011-01-29,2011-01-29,2014-01-29,2014-01-29,-0.426111111111111,0.115,17.0053943734621,-0.0216666666666667,0.120194444444444,16.1653611050925
